"State_Name","Year","month","Assembly_No","DelimID","Constituency_No","Poll_No","Position","Candidate","Sex","Party","Votes","Age","Candidate_Type","Valid_Votes","Electors","Constituency_Name","Constituency_Type","District_Name","Sub_Region","N_Cand","Turnout_Percentage","Vote_Share_Percentage","Deposit_Lost","Margin","Margin_Percentage","ENOP","pid","Normalized_Party"
"Maharashtra",2009,10,11,4,2,0,14,"PAWAR GIRDHAR FATTU","M","IND",399,60,"ST",144652,257248,"SHAHADA","ST","NANDURBAR","KHANDESH",14,56.23,0.28,"yes",0,0,4.17,"AEMH88395","IND"
"Maharashtra",2009,10,11,4,3,0,1,"GAVIT VIJAYKUMAR KRUSHNARAO","M","NCP",99323,53,"ST",180976,267280,"NANDURBAR","ST","NANDURBAR","KHANDESH",6,67.71,54.88,"no",23858,13.18,2.13,"AEMH88396","NCP"
"Maharashtra",2009,10,11,4,3,0,2,"NATAWADKAR SUHASINI SUHAS","F","BJP",75465,42,"ST",180976,267280,"NANDURBAR","ST","NANDURBAR","KHANDESH",6,67.71,41.7,"no",72508,40.06,2.13,"AEMH88397","BJP"
"Maharashtra",2009,10,11,4,3,0,3,"GAVIT SHARAD DILIP","M","IND",2957,26,"ST",180976,267280,"NANDURBAR","ST","NANDURBAR","KHANDESH",6,67.71,1.63,"yes",1673,0.92,2.13,"AEMH88398","IND"
"Maharashtra",2009,10,11,4,3,0,4,"SONAWANE ARJUN RATAN","M","RPI(A)",1284,41,"ST",180976,267280,"NANDURBAR","ST","NANDURBAR","KHANDESH",6,67.71,0.71,"yes",62,0.03,2.13,"AEMH88399","RPI(A)"
"Maharashtra",2009,10,11,4,3,0,5,"VALVI ASHOK JUMMA","M","BSP",1222,38,"ST",180976,267280,"NANDURBAR","ST","NANDURBAR","KHANDESH",6,67.71,0.68,"yes",497,0.27,2.13,"AEMH88400","BSP"
"Maharashtra",2009,10,11,4,3,0,6,"THAKARE TUKARAM BHAMTA","M","BBM",725,36,"ST",180976,267280,"NANDURBAR","ST","NANDURBAR","KHANDESH",6,67.71,0.4,"yes",0,0,2.13,"AEMH88401","BBMS"
"Maharashtra",2009,10,11,4,4,0,1,"GAVIT SHARAD KRUSHNARAO","M","SP",75719,46,"ST",176324,231811,"NAWAPUR","ST","NANDURBAR","KHANDESH",8,76.06,42.94,"no",1695,0.96,2.78,"AEMH88402","SP"
"Maharashtra",2009,10,11,4,4,0,2,"NAIK SURUPSING HIRYA","M","INC",74024,71,"ST",176324,231811,"NAWAPUR","ST","NANDURBAR","KHANDESH",8,76.06,41.98,"no",62171,35.26,2.78,"AEMH88403","INC"
"Maharashtra",2009,10,11,4,4,0,3,"NAIK DILIP SHASHIKUMAR","M","IND",11853,56,"ST",176324,231811,"NAWAPUR","ST","NANDURBAR","KHANDESH",8,76.06,6.72,"yes",5687,3.23,2.78,"AEMH88404","IND"
"Maharashtra",2009,10,11,4,4,0,4,"ANIL MOHAN VASAVE","M","BJP",6166,39,"ST",176324,231811,"NAWAPUR","ST","NANDURBAR","KHANDESH",8,76.06,3.5,"yes",2496,1.42,2.78,"AEMH88405","BJP"
"Maharashtra",2009,10,11,4,4,0,5,"VASAVE ARJUNSING DIVANSING","M","BBM",3670,44,"ST",176324,231811,"NAWAPUR","ST","NANDURBAR","KHANDESH",8,76.06,2.08,"yes",1778,1.01,2.78,"AEMH88406","BBMS"
"Maharashtra",2009,10,11,4,4,0,6,"GAVIT SHARAD FATTESING","M","IND",1892,40,"ST",176324,231811,"NAWAPUR","ST","NANDURBAR","KHANDESH",8,76.06,1.07,"yes",282,0.16,2.78,"AEMH88407","IND"
"Maharashtra",2009,10,11,4,4,0,7,"GAVIT ISHWAR NURJI","M","BSP",1610,41,"ST",176324,231811,"NAWAPUR","ST","NANDURBAR","KHANDESH",8,76.06,0.91,"yes",220,0.12,2.78,"AEMH88408","BSP"
"Maharashtra",2009,10,11,4,4,0,8,"GAVIT SOBAJI DEVLYA","M","IND",1390,53,"ST",176324,231811,"NAWAPUR","ST","NANDURBAR","KHANDESH",8,76.06,0.79,"yes",0,0,2.78,"AEMH88409","IND"
"Maharashtra",2009,10,11,4,5,0,1,"BHOYE YOGENDRA RESHAMA","M","INC",57542,40,"ST",140386,284411,"SAKRI","ST","DHULE","KHANDESH",14,49.36,40.99,"no",18944,13.49,3.85,"AEMH88410","INC"
"Maharashtra",2009,10,11,4,5,0,2,"GAVIT MANJULA TULSHIRAM","F","BJP",38598,45,"ST",140386,284411,"SAKRI","ST","DHULE","KHANDESH",14,49.36,27.49,"no",22662,16.14,3.85,"AEMH88411","BJP"
"Maharashtra",2009,10,11,4,5,0,3,"CHAUDHRI GOVINDRAO SHIVRAM ( BHAU)","M","IND",15936,70,"ST",140386,284411,"SAKRI","ST","DHULE","KHANDESH",14,49.36,11.35,"yes",7498,5.34,3.85,"AEMH88412","IND"
"Maharashtra",2009,10,11,4,5,0,4,"SURYAVANSHI VASANT DODHA","M","IND",8438,49,"ST",140386,284411,"SAKRI","ST","DHULE","KHANDESH",14,49.36,6.01,"yes",1176,0.84,3.85,"AEMH88413","IND"
"Maharashtra",2009,10,11,4,5,0,5,"JAGTAP DIPAK MANGYA","M","PWPI",7262,31,"ST",140386,284411,"SAKRI","ST","DHULE","KHANDESH",14,49.36,5.17,"yes",5273,3.76,3.85,"AEMH88414","PWP"
"Maharashtra",2009,10,11,4,5,0,6,"USHABAI RAMRAO GAVALE","F","IND",1989,49,"ST",140386,284411,"SAKRI","ST","DHULE","KHANDESH",14,49.36,1.42,"yes",46,0.03,3.85,"AEMH88415","IND"
"Maharashtra",2009,10,11,4,5,0,7,"MALUSARE DADU SURSINGH","M","BSP",1943,40,"ST",140386,284411,"SAKRI","ST","DHULE","KHANDESH",14,49.36,1.38,"yes",221,0.16,3.85,"AEMH88416","BSP"
"Maharashtra",2009,10,11,4,5,0,8,"MALCHE BAPU SADA","M","IND",1722,50,"ST",140386,284411,"SAKRI","ST","DHULE","KHANDESH",14,49.36,1.23,"yes",141,0.1,3.85,"AEMH88417","IND"
"Maharashtra",2009,10,11,4,5,0,9,"JADHAV BHAGVAN BARKU","M","IND",1581,58,"ST",140386,284411,"SAKRI","ST","DHULE","KHANDESH",14,49.36,1.13,"yes",35,0.02,3.85,"AEMH88418","IND"
"Maharashtra",2009,10,11,4,5,0,10,"GANGURDE SHANTARAM CHINDHU","M","STBP",1546,59,"ST",140386,284411,"SAKRI","ST","DHULE","KHANDESH",14,49.36,1.1,"yes",105,0.07,3.85,"AEMH88419","STBP"
"Maharashtra",2009,10,11,4,5,0,11,"JAGTAP BHIKA PAVAJI","M","IND",1441,45,"ST",140386,284411,"SAKRI","ST","DHULE","KHANDESH",14,49.36,1.03,"yes",397,0.28,3.85,"AEMH88420","IND"
"Maharashtra",2009,10,11,4,5,0,12,"BHAVARE RANGNATH RAMA","M","IND",1044,46,"ST",140386,284411,"SAKRI","ST","DHULE","KHANDESH",14,49.36,0.74,"yes",312,0.22,3.85,"AEMH88421","IND"
"Maharashtra",2009,10,11,4,5,0,13,"CHOUDHRI MANSHA THUNYA","M","IND",732,31,"ST",140386,284411,"SAKRI","ST","DHULE","KHANDESH",14,49.36,0.52,"yes",120,0.09,3.85,"AEMH88422","IND"
"Maharashtra",2009,10,11,4,5,0,14,"PAWAR ZINGUBAI KALU","F","IND",612,33,"ST",140386,284411,"SAKRI","ST","DHULE","KHANDESH",14,49.36,0.44,"yes",0,0,3.85,"AEMH88423","IND"
"Maharashtra",2009,10,11,4,6,0,1,"PROF.SHARD PATIL","M","SHS",100562,49,"GEN",192849,322222,"DHULE RURAL","GEN","DHULE","KHANDESH",8,59.85,52.15,"no",18982,9.84,2.22,"AEMH88424","SHS"
"Maharashtra",2009,10,11,4,6,0,2,"PATIL ROHIDAS CHUDAMAN","M","INC",81580,69,"GEN",192849,322222,"DHULE RURAL","GEN","DHULE","KHANDESH",8,59.85,42.3,"no",78067,40.48,2.22,"AEMH88425","INC"
"Maharashtra",2009,10,11,4,6,0,3,"MALI MOTILAL KAUTIK","M","IND",3513,42,"GEN",192849,322222,"DHULE RURAL","GEN","DHULE","KHANDESH",8,59.85,1.82,"yes",1294,0.67,2.22,"AEMH88426","IND"
"Maharashtra",2009,10,11,4,6,0,4,"DEORE BHIMRAO SHYAMRAO","M","BSP",2219,64,"GEN",192849,322222,"DHULE RURAL","GEN","DHULE","KHANDESH",8,59.85,1.15,"yes",538,0.28,2.22,"AEMH88427","BSP"
"Maharashtra",2009,10,11,4,6,0,5,"MALICH AMBAR MAHADU","M","IND",1681,42,"GEN",192849,322222,"DHULE RURAL","GEN","DHULE","KHANDESH",8,59.85,0.87,"yes",2,0,2.22,"AEMH88428","IND"
"Maharashtra",2009,10,11,4,6,0,6,"DADASO.PANDITRAO PATIL","M","HJP",1679,55,"GEN",192849,322222,"DHULE RURAL","GEN","DHULE","KHANDESH",8,59.85,0.87,"yes",664,0.34,2.22,"AEMH88429","HJP"
"Maharashtra",2009,10,11,4,6,0,7,"GAIKWAD RAMESH DIPA","M","IND",1015,27,"GEN",192849,322222,"DHULE RURAL","GEN","DHULE","KHANDESH",8,59.85,0.53,"yes",415,0.22,2.22,"AEMH88430","IND"
"Maharashtra",2009,10,11,4,6,0,8,"KAILAS JAGANNATH PATIL","M","IND",600,39,"GEN",192849,322222,"DHULE RURAL","GEN","DHULE","KHANDESH",8,59.85,0.31,"yes",0,0,2.22,"AEMH88431","IND"
"Maharashtra",2009,10,11,4,7,0,1,"ANIL ANNA GOTE","M","LKSGM",59576,61,"GEN",136426,269624,"DHULE CITY","GEN","DHULE","KHANDESH",9,50.6,43.67,"no",28741,21.07,3.45,"AEMH88432","LKSGM"
"Maharashtra",2009,10,11,4,7,0,2,"KADAMBANDE RAJVARDHAN RAGHUJIRAO","M","NCP",30835,49,"GEN",136426,269624,"DHULE CITY","GEN","DHULE","KHANDESH",9,50.6,22.6,"no",5495,4.03,3.45,"AEMH88433","NCP"
"Maharashtra",2009,10,11,4,7,0,3,"KHAN MOHAMMAD SABIR MUHIBULLAH","M","BSP",25340,63,"GEN",136426,269624,"DHULE CITY","GEN","DHULE","KHANDESH",9,50.6,18.57,"no",7569,5.55,3.45,"AEMH88434","BSP"
"Maharashtra",2009,10,11,4,7,0,4,"KELE GOPAL KASHINATH (BAPU KELE)","M","SHS",17771,57,"GEN",136426,269624,"DHULE CITY","GEN","DHULE","KHANDESH",9,50.6,13.03,"yes",17025,12.48,3.45,"AEMH88435","SHS"
"Maharashtra",2009,10,11,4,7,0,5,"RAVI JAGANNATH DEVANG","M","STBP",746,53,"GEN",136426,269624,"DHULE CITY","GEN","DHULE","KHANDESH",9,50.6,0.55,"yes",8,0.01,3.45,"AEMH88436","STBP"
"Maharashtra",2009,10,11,4,7,0,6,"KAILAS LIMABAJI KADAM","M","MNS",738,47,"GEN",136426,269624,"DHULE CITY","GEN","DHULE","KHANDESH",9,50.6,0.54,"yes",113,0.08,3.45,"AEMH88437","MNs"
"Maharashtra",2009,10,11,4,7,0,7,"DEORE MAHENDRA TRYAMBAK","M","IND",625,32,"GEN",136426,269624,"DHULE CITY","GEN","DHULE","KHANDESH",9,50.6,0.46,"yes",142,0.1,3.45,"AEMH88438","IND"
"Maharashtra",2009,10,11,4,7,0,8,"ANSARI BASHIR AH.RAJJAK","M","JD(S)",483,58,"GEN",136426,269624,"DHULE CITY","GEN","DHULE","KHANDESH",9,50.6,0.35,"yes",171,0.13,3.45,"AEMH88439","JD(S)"
"Maharashtra",2009,10,11,4,7,0,9,"JAGATRAO POPAT SONVANE","M","IND",312,66,"GEN",136426,269624,"DHULE CITY","GEN","DHULE","KHANDESH",9,50.6,0.23,"yes",0,0,3.45,"AEMH88440","IND"
"Maharashtra",2009,10,11,4,8,0,1,"RAWAL JAIKUMARBHAU JITENDRASINH","M","BJP",85656,34,"GEN",167764,274283,"SINDKHEDA","GEN","DHULE","KHANDESH",12,61.16,51.06,"no",50699,30.22,2.94,"AEMH88441","BJP"
"Maharashtra",2009,10,11,4,8,0,2,"SANER SHAMKANT RAGHUNATH","M","INC",34957,38,"GEN",167764,274283,"SINDKHEDA","GEN","DHULE","KHANDESH",12,61.16,20.84,"no",7139,4.26,2.94,"AEMH88442","INC"
"Maharashtra",2009,10,11,4,8,0,3,"DR.DESHMUKH HEMANT BHASKAR","M","IND",27818,71,"GEN",167764,274283,"SINDKHEDA","GEN","DHULE","KHANDESH",12,61.16,16.58,"yes",15476,9.22,2.94,"AEMH88443","IND"
"Maharashtra",2009,10,11,4,8,0,4,"HEMANT DEVIDAS SALUNKHE","M","IND",12342,41,"GEN",167764,274283,"SINDKHEDA","GEN","DHULE","KHANDESH",12,61.16,7.36,"yes",10684,6.37,2.94,"AEMH88444","IND"
"Maharashtra",2009,10,11,4,8,0,5,"ARJUN KONDAJI BHOI","M","BSP",1658,58,"GEN",167764,274283,"SINDKHEDA","GEN","DHULE","KHANDESH",12,61.16,0.99,"yes",216,0.13,2.94,"AEMH88445","BSP"
"Maharashtra",2009,10,11,4,8,0,6,"SALIM KASAM PINJARI","M","IND",1442,62,"GEN",167764,274283,"SINDKHEDA","GEN","DHULE","KHANDESH",12,61.16,0.86,"yes",256,0.15,2.94,"AEMH88446","IND"
"Maharashtra",2009,10,11,4,8,0,7,"SANJAY BHAVAN RAJPUT","M","IND",1186,33,"GEN",167764,274283,"SINDKHEDA","GEN","DHULE","KHANDESH",12,61.16,0.71,"yes",353,0.21,2.94,"AEMH88447","IND"
"Maharashtra",2009,10,11,4,8,0,8,"PATIL RAMKRISHNA DODHA","M","IND",833,47,"GEN",167764,274283,"SINDKHEDA","GEN","DHULE","KHANDESH",12,61.16,0.5,"yes",186,0.11,2.94,"AEMH88448","IND"
"Maharashtra",2009,10,11,4,8,0,9,"BHAMRE PRASHANT BHOMRAJ","M","IND",647,25,"GEN",167764,274283,"SINDKHEDA","GEN","DHULE","KHANDESH",12,61.16,0.39,"yes",137,0.08,2.94,"AEMH88449","IND"
"Maharashtra",2009,10,11,4,8,0,10,"DESHMUKH HEMANT SHALIGRAM","M","IND",510,31,"GEN",167764,274283,"SINDKHEDA","GEN","DHULE","KHANDESH",12,61.16,0.3,"yes",15,0.01,2.94,"AEMH88450","IND"
"Maharashtra",2009,10,11,4,8,0,11,"PRAFFULLA RAMRAO PAWAR","M","IND",495,42,"GEN",167764,274283,"SINDKHEDA","GEN","DHULE","KHANDESH",12,61.16,0.3,"yes",275,0.16,2.94,"AEMH88451","IND"
"Maharashtra",2009,10,11,4,8,0,12,"PATIL GULABRAO SAHEBRAO","M","IND",220,61,"GEN",167764,274283,"SINDKHEDA","GEN","DHULE","KHANDESH",12,61.16,0.13,"yes",0,0,2.94,"AEMH88452","IND"
"Maharashtra",2009,10,11,4,9,0,1,"KASHIRAM VECHAN PAWARA","M","INC",92088,43,"ST",155892,268703,"SHIRPUR","ST","DHULE","KHANDESH",9,58.02,59.07,"no",39813,25.54,2.17,"AEMH88453","INC"
"Maharashtra",2009,10,11,4,9,0,2,"PAWARA RANJITSINH BHARTSINH","M","BJP",52275,46,"ST",155892,268703,"SHIRPUR","ST","DHULE","KHANDESH",9,58.02,33.53,"no",49340,31.65,2.17,"AEMH88454","BJP"
"Maharashtra",2009,10,11,4,9,0,3,"BHIL BHIKA SUKA","M","IND",2935,46,"ST",155892,268703,"SHIRPUR","ST","DHULE","KHANDESH",9,58.02,1.88,"yes",252,0.16,2.17,"AEMH88455","IND"
"Maharashtra",2009,10,11,4,9,0,4,"ADVOCATE PAWARA I.K.","M","BSP",2683,57,"ST",155892,268703,"SHIRPUR","ST","DHULE","KHANDESH",9,58.02,1.72,"yes",8,0.01,2.17,"AEMH88456","BSP"
"Maharashtra",2009,10,11,4,9,0,5,"RAMCHANDRA THOTU PAWARA","M","CPI",2675,51,"ST",155892,268703,"SHIRPUR","ST","DHULE","KHANDESH",9,58.02,1.72,"yes",1751,1.12,2.17,"AEMH88457","CPI"
"Maharashtra",2009,10,11,4,9,0,6,"DEORE DIGAMBAR DAULAT","M","IND",924,63,"ST",155892,268703,"SHIRPUR","ST","DHULE","KHANDESH",9,58.02,0.59,"yes",78,0.05,2.17,"AEMH88458","IND"
"Maharashtra",2009,10,11,4,9,0,7,"CHAVAN MANOJ RAMDAS","M","IND",846,52,"ST",155892,268703,"SHIRPUR","ST","DHULE","KHANDESH",9,58.02,0.54,"yes",1,0,2.17,"AEMH88459","IND"
"Maharashtra",2009,10,11,4,9,0,8,"BALSING GANA BHIL (THAKRE)","M","IND",845,53,"ST",155892,268703,"SHIRPUR","ST","DHULE","KHANDESH",9,58.02,0.54,"yes",224,0.14,2.17,"AEMH88460","IND"
"Maharashtra",2009,10,11,4,9,0,9,"THAKUR RAMKRISHNA NARAYAN","M","IND",621,38,"ST",155892,268703,"SHIRPUR","ST","DHULE","KHANDESH",9,58.02,0.4,"yes",0,0,2.17,"AEMH88461","IND"
"Maharashtra",2009,10,11,4,10,0,1,"JAGDISHCHANDRA RAMESH WALVI (JAGDISHBHAU)","M","NCP",69636,46,"ST",161269,253260,"CHOPDA","ST","JALGAON","KHANDESH",8,63.68,43.18,"no",14838,9.2,3.12,"AEMH88462","NCP"
"Maharashtra",2009,10,11,4,10,0,2,"SALUNKE DNYANESHWAR PITAMBAR (D. P. SALUNKE SIR)","M","SHS",54798,43,"ST",161269,253260,"CHOPDA","ST","JALGAON","KHANDESH",8,63.68,33.98,"no",35500,22.01,3.12,"AEMH88463","SHS"
"Maharashtra",2009,10,11,4,10,0,3,"DR. BARELA CHANDRAKANT JAMSING","M","MNS",19298,26,"ST",161269,253260,"CHOPDA","ST","JALGAON","KHANDESH",8,63.68,11.97,"yes",9666,5.99,3.12,"AEMH88464","MNs"
"Maharashtra",2009,10,11,4,10,0,4,"MUJAT BONDAR TADVI ALIAS M. B. TADVI SIR","M","CPI",9632,54,"ST",161269,253260,"CHOPDA","ST","JALGAON","KHANDESH",8,63.68,5.97,"yes",6384,3.96,3.12,"AEMH88465","CPI"
"Maharashtra",2009,10,11,4,10,0,5,"SALUNKHE MADHUKAR MANGA (PARDHI) PEN. DY. COLLER.","M","IND",3248,58,"ST",161269,253260,"CHOPDA","ST","JALGAON","KHANDESH",8,63.68,2.01,"yes",632,0.39,3.12,"AEMH88466","IND"
"Maharashtra",2009,10,11,4,10,0,6,"HARISH KUMAR HIMMAT PAWAR (BHAU)","M","BSP",2616,25,"ST",161269,253260,"CHOPDA","ST","JALGAON","KHANDESH",8,63.68,1.62,"yes",1371,0.85,3.12,"AEMH88467","BSP"
"Maharashtra",2009,10,11,4,10,0,7,"EKNATH DASHRATH PAWAR","M","IND",1245,67,"ST",161269,253260,"CHOPDA","ST","JALGAON","KHANDESH",8,63.68,0.77,"yes",449,0.28,3.12,"AEMH88468","IND"
"Maharashtra",2009,10,11,4,10,0,8,"BHIL BALIRAM TARACHAND","M","IND",796,30,"ST",161269,253260,"CHOPDA","ST","JALGAON","KHANDESH",8,63.68,0.49,"yes",0,0,3.12,"AEMH88469","IND"
"Maharashtra",2009,10,11,4,11,0,1,"SHIRISH MADHUKARRAO CHAUDHARI","M","IND",54115,50,"GEN",153708,244991,"RAVER","GEN","JALGAON","KHANDESH",16,62.74,35.21,"no",21536,14.01,5,"AEMH88470","IND"
"Maharashtra",2009,10,11,4,11,0,2,"SHOBHATAI VILAS PATIL","F","BJP",32579,51,"GEN",153708,244991,"RAVER","GEN","JALGAON","KHANDESH",16,62.74,21.2,"no",3941,2.56,5,"AEMH88471","BJP"
"Maharashtra",2009,10,11,4,11,0,3,"CHAUDHARI RAMESH VITHTHAL","M","INC",28638,65,"GEN",153708,244991,"RAVER","GEN","JALGAON","KHANDESH",16,62.74,18.63,"no",12553,8.17,5,"AEMH88472","INC"
"Maharashtra",2009,10,11,4,11,0,4,"PATIL RAMESH NAGARAJ","M","BSP",16085,49,"GEN",153708,244991,"RAVER","GEN","JALGAON","KHANDESH",16,62.74,10.46,"yes",9132,5.94,5,"AEMH88473","BSP"
"Maharashtra",2009,10,11,4,11,0,5,"BHARAT TOTARAM MAHAJAN","M","IND",6953,34,"GEN",153708,244991,"RAVER","GEN","JALGAON","KHANDESH",16,62.74,4.52,"yes",1846,1.2,5,"AEMH88474","IND"
"Maharashtra",2009,10,11,4,11,0,6,"SOPAN BABURAO PATIL","M","IND",5107,52,"GEN",153708,244991,"RAVER","GEN","JALGAON","KHANDESH",16,62.74,3.32,"yes",1556,1.01,5,"AEMH88475","IND"
"Maharashtra",2009,10,11,4,11,0,7,"WANI D.D. (PHOTOGRAPHER) (DHYANESHWAR DIWAKAR WANI)","M","IND",3551,44,"GEN",153708,244991,"RAVER","GEN","JALGAON","KHANDESH",16,62.74,2.31,"yes",2132,1.39,5,"AEMH88476","IND"
"Maharashtra",2009,10,11,4,11,0,8,"KACHHI KARIM KASAM","M","BBM",1419,52,"GEN",153708,244991,"RAVER","GEN","JALGAON","KHANDESH",16,62.74,0.92,"yes",190,0.12,5,"AEMH88477","BBMS"
"Maharashtra",2009,10,11,4,11,0,9,"AADHALE BHAGWAN RAGHUNATH","M","IND",1229,36,"GEN",153708,244991,"RAVER","GEN","JALGAON","KHANDESH",16,62.74,0.8,"yes",161,0.1,5,"AEMH88478","IND"
"Maharashtra",2009,10,11,4,11,0,10,"SAIYYAD PIRJADE AAYASHA TABASSUM SHAFIUDDIN","F","IND",1068,52,"GEN",153708,244991,"RAVER","GEN","JALGAON","KHANDESH",16,62.74,0.69,"yes",214,0.14,5,"AEMH88479","IND"
"Maharashtra",2009,10,11,4,11,0,11,"FAKIRA IBRAHIM TADAVI","M","IND",854,50,"ST",153708,244991,"RAVER","GEN","JALGAON","KHANDESH",16,62.74,0.56,"yes",171,0.11,5,"AEMH88480","IND"
"Maharashtra",2009,10,11,4,11,0,12,"BHALERAO BAJIRAO MULIDHAR","M","IND",683,37,"GEN",153708,244991,"RAVER","GEN","JALGAON","KHANDESH",16,62.74,0.44,"yes",92,0.06,5,"AEMH88481","IND"
"Maharashtra",2009,10,11,4,11,0,13,"DIGAMBAR RAMCHANDRA BAVASKAR","M","IND",591,42,"SC",153708,244991,"RAVER","GEN","JALGAON","KHANDESH",16,62.74,0.38,"yes",268,0.17,5,"AEMH88482","IND"
"Maharashtra",2009,10,11,4,11,0,14,"GAJARE SURESH KADU","M","PRCP",323,34,"SC",153708,244991,"RAVER","GEN","JALGAON","KHANDESH",16,62.74,0.21,"yes",49,0.03,5,"AEMH88483","PRCP"
"Maharashtra",2009,10,11,4,11,0,15,"MAHAJAN MINAKSHI SHAMRAO","F","SVRP",274,39,"GEN",153708,244991,"RAVER","GEN","JALGAON","KHANDESH",16,62.74,0.18,"yes",35,0.02,5,"AEMH88484","SVRP"
"Maharashtra",2009,10,11,4,11,0,16,"ANIL MANOHAR PATIL","M","IND",239,25,"GEN",153708,244991,"RAVER","GEN","JALGAON","KHANDESH",16,62.74,0.16,"yes",0,0,5,"AEMH88485","IND"
"Maharashtra",2009,10,11,4,12,0,1,"SAVKARE SANJAY WAMAN","M","NCP",61875,40,"SC",131573,258725,"BHUSAWAL","GEN","JALGAON","KHANDESH",16,50.85,47.03,"no",3903,2.97,2.44,"AEMH88486","NCP"
"Maharashtra",2009,10,11,4,12,0,2,"AD. RAJESH DHANAJI ZALTE","M","SHS",57972,39,"SC",131573,258725,"BHUSAWAL","GEN","JALGAON","KHANDESH",16,50.85,44.06,"no",55927,42.51,2.44,"AEMH88487","SHS"
"Maharashtra",2009,10,11,4,12,0,3,"DINESH JOGDAND ALIAS LADDU","M","BSP",2045,42,"SC",131573,258725,"BHUSAWAL","GEN","JALGAON","KHANDESH",16,50.85,1.55,"yes",346,0.26,2.44,"AEMH88488","BSP"
"Maharashtra",2009,10,11,4,12,0,4,"ADV.RAUT SANJAYKUMAR KADUJI","M","IND",1699,41,"SC",131573,258725,"BHUSAWAL","GEN","JALGAON","KHANDESH",16,50.85,1.29,"yes",110,0.08,2.44,"AEMH88489","IND"
"Maharashtra",2009,10,11,4,12,0,5,"SAPKALE RAVINDRA BALIRAM","M","IND",1589,32,"SC",131573,258725,"BHUSAWAL","GEN","JALGAON","KHANDESH",16,50.85,1.21,"yes",152,0.12,2.44,"AEMH88490","IND"
"Maharashtra",2009,10,11,4,12,0,6,"MAKASARE RAMESH DAGADU","M","RPI(A)",1437,58,"SC",131573,258725,"BHUSAWAL","GEN","JALGAON","KHANDESH",16,50.85,1.09,"yes",408,0.31,2.44,"AEMH88491","RPI(A)"
"Maharashtra",2009,10,11,4,12,0,7,"KHARAT RAVINDRA BABURAO","M","IND",1029,40,"SC",131573,258725,"BHUSAWAL","GEN","JALGAON","KHANDESH",16,50.85,0.78,"yes",321,0.24,2.44,"AEMH88492","IND"
"Maharashtra",2009,10,11,4,12,0,8,"GAIKWAD BHAGWAN MADHAVRAO","M","PRCP",708,42,"SC",131573,258725,"BHUSAWAL","GEN","JALGAON","KHANDESH",16,50.85,0.54,"yes",44,0.03,2.44,"AEMH88493","PRCP"
"Maharashtra",2009,10,11,4,12,0,9,"BHALERAO SHOBHA RAJENDRA","F","IND",664,44,"SC",131573,258725,"BHUSAWAL","GEN","JALGAON","KHANDESH",16,50.85,0.5,"yes",76,0.06,2.44,"AEMH88494","IND"
"Maharashtra",2009,10,11,4,12,0,10,"SALVE VIJAY BABURAO","M","IND",588,45,"SC",131573,258725,"BHUSAWAL","GEN","JALGAON","KHANDESH",16,50.85,0.45,"yes",78,0.06,2.44,"AEMH88495","IND"
"Maharashtra",2009,10,11,4,12,0,11,"MOHAN GIRDHAR NIKAM","M","BBM",510,45,"SC",131573,258725,"BHUSAWAL","GEN","JALGAON","KHANDESH",16,50.85,0.39,"yes",87,0.07,2.44,"AEMH88496","BBMS"
"Maharashtra",2009,10,11,4,12,0,12,"GHETE CHUDAMAN LALU","M","IND",423,61,"SC",131573,258725,"BHUSAWAL","GEN","JALGAON","KHANDESH",16,50.85,0.32,"yes",86,0.07,2.44,"AEMH88497","IND"
"Maharashtra",2009,10,11,4,12,0,13,"PACHARWAL VINOD MAGAN","M","IND",337,30,"SC",131573,258725,"BHUSAWAL","GEN","JALGAON","KHANDESH",16,50.85,0.26,"yes",57,0.04,2.44,"AEMH88498","IND"
"Maharashtra",2009,10,11,4,12,0,14,"PRABHAKAR BHAGA MORE","M","IND",280,61,"SC",131573,258725,"BHUSAWAL","GEN","JALGAON","KHANDESH",16,50.85,0.21,"yes",65,0.05,2.44,"AEMH88499","IND"
"Maharashtra",2009,10,11,4,12,0,15,"SHRI NIKAM GAUTAM JAGANNATH","M","IND",215,48,"SC",131573,258725,"BHUSAWAL","GEN","JALGAON","KHANDESH",16,50.85,0.16,"yes",13,0.01,2.44,"AEMH88500","IND"
"Maharashtra",2009,10,11,4,12,0,16,"KRUSHNA DIGAMBAR TAYADE","M","IND",202,33,"SC",131573,258725,"BHUSAWAL","GEN","JALGAON","KHANDESH",16,50.85,0.15,"yes",0,0,2.44,"AEMH88501","IND"
"Maharashtra",2009,10,11,4,13,0,1,"JAIN SURESHKUMAR BHIKAMCHAND","M","SHS",64706,65,"GEN",122360,308762,"JALGAON CITY","GEN","JALGAON","KHANDESH",10,39.63,52.88,"no",31405,25.67,2.7,"AEMH88502","SHS"
"Maharashtra",2009,10,11,4,13,0,2,"MANOJ DAYARAM CHAUDHARY","M","IND",33301,38,"GEN",122360,308762,"JALGAON CITY","GEN","JALGAON","KHANDESH",10,39.63,27.22,"no",15689,12.82,2.7,"AEMH88503","IND"
"Maharashtra",2009,10,11,4,13,0,3,"PATEL SALIM BAPUMIYA","M","INC",17612,48,"GEN",122360,308762,"JALGAON CITY","GEN","JALGAON","KHANDESH",10,39.63,14.39,"yes",15313,12.51,2.7,"AEMH88504","INC"
